row_id,chemical_group,scaffold_group,fold,max_train_tanimoto,nearest_train_row
ACT-0085,CHEM-492a1c0666493ebf,121,0,0.6296296296296297,ACT-0101
ACT-0086,CHEM-cc6d31434b6b4602,121,0,0.6470588235294118,ACT-0101
ACT-0087,CHEM-601c4eb54046188f,121,0,0.648936170212766,ACT-0015
ACT-0091,CHEM-6bf1dd9dd6929a54,121,0,0.6931818181818182,ACT-0015
ACT-0092,CHEM-6dc536ab571bf4e0,121,0,0.6956521739130435,ACT-0066
ACT-0093,CHEM-6626cdedbcfdcd80,121,0,0.7441860465116279,ACT-0066
ACT-0095,CHEM-4e4b06611b4e2190,121,0,0.7941176470588235,ACT-0020
ACT-0097,CHEM-b9d594eb84afc77f,121,0,0.7605633802816901,ACT-0020
ACT-0098,CHEM-ec75515084ae8ed9,121,0,0.8441558441558441,ACT-0088
ACT-0103,CHEM-c819110f37447e94,121,0,0.7974683544303798,ACT-0101
ACT-0104,CHEM-1e4df3d061025532,121,0,0.8076923076923077,ACT-0101
ACT-0105,CHEM-3bcece6d17e73b25,121,0,0.7901234567901234,ACT-0100
ACT-0106,CHEM-ef3ced69f7e42e26,121,0,0.6931818181818182,ACT-0015
ACT-0107,CHEM-9822352de6a3cbee,121,0,0.8513513513513513,ACT-0101
ACT-0109,CHEM-42bc827f1065674c,121,0,0.75,ACT-0101
ACT-0110,CHEM-51ed3631b5a5caa1,121,0,0.7244897959183674,ACT-0108
ACT-0111,CHEM-bc27b6bb09e9737d,121,0,0.7721518987341772,ACT-0101
ACT-0112,CHEM-77a5a4cd38f10001,121,0,0.7526881720430108,ACT-0094
ACT-0113,CHEM-84cef84952496cb9,121,0,0.875,ACT-0101
ACT-0115,CHEM-2773fcab444beafd,121,0,0.6956521739130435,ACT-0066
ACT-0116,CHEM-03f25696d23571b6,121,0,0.7073170731707317,ACT-0101
ACT-0118,CHEM-0592ca12564c7a80,121,0,0.8181818181818182,ACT-0101
ACT-0119,CHEM-502adea8afc3ce4f,121,0,0.6896551724137931,ACT-0015
ACT-0120,CHEM-b8b7b0b64a3e54db,121,0,0.8133333333333334,ACT-0101
ACT-0122,CHEM-37c823f2ac118302,121,0,0.8428571428571429,ACT-0064
ACT-0123,CHEM-b1afaa2f8f6df7c9,121,0,0.8354430379746836,ACT-0015
ACT-0124,CHEM-db1a73d07b1dba27,121,0,0.8181818181818182,ACT-0023
ACT-0125,CHEM-6374d7615f692028,121,0,0.7439024390243902,ACT-0015
ACT-0126,CHEM-6af35978ad5acbaa,121,0,0.7317073170731707,ACT-0015
ACT-0020,CHEM-d456bfa6d73e3741,109,1,0.9402985074626866,ACT-0024
ACT-0021,CHEM-3c105ed6220c0073,109,1,0.9487179487179487,ACT-0026
ACT-0028,CHEM-a8be0a1eed8018e6,109,1,0.7411764705882353,ACT-0078
ACT-0033,CHEM-0fda888fc7843856,109,1,0.8023255813953488,ACT-0034
ACT-0035,CHEM-e9ce37bc38208f7d,109,1,0.8028169014084507,ACT-0002
ACT-0036,CHEM-b9e68883d0727350,109,1,0.7640449438202247,ACT-0026
ACT-0037,CHEM-2c2b1fa8ad828b3b,109,1,0.8148148148148148,ACT-0046
ACT-0038,CHEM-81ae07e81d2d15fe,109,1,0.7586206896551724,ACT-0026
ACT-0040,CHEM-5a2820b23dfd180d,109,1,0.7951807228915663,ACT-0039
ACT-0042,CHEM-e25cbad1cc1881db,109,1,0.9333333333333333,ACT-0078
ACT-0045,CHEM-d62a2bd77657c731,109,1,0.7906976744186046,ACT-0026
ACT-0050,CHEM-6e9b5647f8c2c6a2,109,1,0.7558139534883721,ACT-0025
ACT-0053,CHEM-264728d7229f594d,109,1,0.8607594936708861,ACT-0078
ACT-0056,CHEM-6bb9aa4811bbcb02,109,1,0.7441860465116279,ACT-0078
ACT-0059,CHEM-bbc0a80a26c1dad4,109,1,0.8051948051948052,ACT-0120
ACT-0061,CHEM-5add0f87a0f6fd3d,109,1,0.75,ACT-0078
ACT-0065,CHEM-74b72610476f43aa,109,1,0.75,ACT-0078
ACT-0067,CHEM-e1ed07c097bdd754,109,1,0.782608695652174,ACT-0095
ACT-0068,CHEM-f617d757033dca51,109,1,0.7848101265822784,ACT-0098
ACT-0089,CHEM-2c2b1fa8ad828b3b,109,1,0.8148148148148148,ACT-0046
ACT-0099,CHEM-62c41d2138273056,109,1,0.7875,ACT-0090
ACT-0114,CHEM-d1fff744f73710ac,109,1,0.7721518987341772,ACT-0107
ACT-0001,CHEM-e31f067ccb4627d8,0,2,0.6049382716049383,ACT-0126
ACT-0015,CHEM-f51d2549d518b7cc,14,2,0.8765432098765432,ACT-0016
ACT-0024,CHEM-90b5205c34268e91,74,2,0.9402985074626866,ACT-0020
ACT-0025,CHEM-ffa7837c7d28c9d4,74,2,0.9,ACT-0041
ACT-0026,CHEM-4147b7d1e9b6dd4a,74,2,0.9487179487179487,ACT-0021
ACT-0027,CHEM-a56999a5bbf668d2,74,2,0.9615384615384616,ACT-0043
ACT-0051,CHEM-7bf704c8c2dcf678,47,2,0.7441860465116279,ACT-0021
ACT-0058,CHEM-980599e77847b143,54,2,0.717391304347826,ACT-0055
ACT-0078,CHEM-37e1c2dd4ef2847f,74,2,0.9333333333333333,ACT-0042
ACT-0090,CHEM-2129aea8641c3b46,86,2,0.8846153846153846,ACT-0057
ACT-0101,CHEM-c8b4d8b105d66b9d,96,2,0.8904109589041096,ACT-0100
ACT-0117,CHEM-b1452b3185b46678,112,2,0.7790697674418605,ACT-0121
ACT-0014,CHEM-55b7f9a3042847ed,13,3,0.9393939393939394,ACT-0020
ACT-0022,CHEM-05d9af55d78ffc8e,21,3,0.8023255813953488,ACT-0016
ACT-0044,CHEM-4b33bf5787d98ea0,84,3,0.8072289156626506,ACT-0021
ACT-0057,CHEM-4beade89cf303ec2,53,3,0.8846153846153846,ACT-0090
ACT-0064,CHEM-9ee9efc733a2aa94,84,3,0.8428571428571429,ACT-0122
ACT-0066,CHEM-4384d7b3b24a886e,84,3,0.8589743589743589,ACT-0047
ACT-0074,CHEM-6a13c48f89cf8463,70,3,0.8902439024390244,ACT-0073
ACT-0088,CHEM-bbb5db870fe72d3c,84,3,0.8441558441558441,ACT-0098
ACT-0100,CHEM-0d0e50504fb621a1,95,3,0.8904109589041096,ACT-0101
ACT-0108,CHEM-f2c47945fc27d48c,103,3,0.7244897959183674,ACT-0110
ACT-0121,CHEM-4cffa1ee093ef7c9,116,3,0.8227848101265823,ACT-0101
ACT-0010,CHEM-1ab74683a6383b32,9,4,0.8441558441558441,ACT-0004
ACT-0016,CHEM-d00b9cdd8c9b6552,15,4,0.8765432098765432,ACT-0015
ACT-0023,CHEM-d710cd5be1fda1ef,30,4,0.8181818181818182,ACT-0124
ACT-0030,CHEM-867bcdf438f38f16,30,4,0.8076923076923077,ACT-0124
ACT-0032,CHEM-f2ddede2d417e675,30,4,0.8076923076923077,ACT-0124
ACT-0041,CHEM-a27e4896ea12296f,41,4,0.9,ACT-0025
ACT-0043,CHEM-138873071d197575,41,4,0.9615384615384616,ACT-0027
ACT-0055,CHEM-ae3c55624dbbc52e,51,4,0.717391304347826,ACT-0058
ACT-0073,CHEM-92008589c6b5efd2,69,4,0.8902439024390244,ACT-0074
ACT-0094,CHEM-79282acfeb90c1c9,90,4,0.8,ACT-0084
ACT-0102,CHEM-16a4de1d344ed98d,97,4,0.8441558441558441,ACT-0101
