row_id,status,endpoint,value_nm,relation_nm,p_activity,p_relation,chemical_group,assay_group,reason,chemical_id,canonical_isomeric_smiles,murcko_scaffold,source_activity_id,source_document,source_year,raw_value,raw_unit,raw_relation,raw_origin,potential_duplicate
ACT-0035,eligible,IC50,710.0,=,6.148741651,=,CHEM-e9ce37bc38208f7d,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5999796,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327388,CHEMBL5728430,2021,0.71,uM,=,public_measurement_reformatted,1
ACT-0036,eligible,IC50,346.0,=,6.460923901,=,CHEM-b9e68883d0727350,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5774515,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)OCCN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327397,CHEMBL5728430,2021,346,nM,=,public_measurement_reformatted,1
ACT-0037,eligible,IC50,559.0,=,6.252588192,=,CHEM-2c2b1fa8ad828b3b,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5832698,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327406,CHEMBL5728430,2021,559,nM,=,public_measurement_reformatted,1
ACT-0038,eligible,IC50,91.0,=,7.040958608,=,CHEM-81ae07e81d2d15fe,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5884004,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327415,CHEMBL5728430,2021,91,nM,=,public_measurement_reformatted,1
ACT-0039,eligible,IC50,28.2,=,7.549750892,=,CHEM-6059783a0a67ac07,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5894670,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327424,CHEMBL5728430,2021,2.82e-08,M,=,public_measurement_reformatted,1
ACT-0040,eligible,IC50,334.0,=,6.476253533,=,CHEM-5a2820b23dfd180d,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5950277,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327433,CHEMBL5728430,2021,334,nM,=,public_measurement_reformatted,1
ACT-0041,eligible,IC50,129.0,=,6.889410290,=,CHEM-a27e4896ea12296f,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5879318,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCC6)c5c4)n3)ccc2C1,c1cc(-c2ccc3ncn(C4CCC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327442,CHEMBL5728430,2021,129,nM,=,public_measurement_reformatted,1
ACT-0042,eligible,IC50,700.0,=,6.154901960,=,CHEM-e25cbad1cc1881db,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL4455210,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327451,CHEMBL5728430,2021,0.7,uM,=,public_measurement_reformatted,1
ACT-0043,eligible,IC50,294.0,=,6.531652670,=,CHEM-138873071d197575,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint,CHEMBL5883845,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC1,c1cc(-c2ccc3ncn(C4CCC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327469,CHEMBL5728430,2021,294,nM,=,public_measurement_reformatted,0
ACT-0044,eligible,IC50,79.4,=,7.100179498,=,CHEM-4b33bf5787d98ea0,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5888788,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1CC1CC1,c1cc(-c2ccc3ncn(CC4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327478,CHEMBL5728430,2021,79.4,nM,=,public_measurement_reformatted,1
ACT-0045,eligible,IC50,364.0,=,6.438898616,=,CHEM-d62a2bd77657c731,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5950426,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)N(C)CCN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327487,CHEMBL5728430,2021,364,nM,=,public_measurement_reformatted,1
ACT-0046,eligible,IC50,28.3,=,7.548213564,=,CHEM-fbe8d9652d52d92a,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL5856237,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327496,CHEMBL5728430,2021,28.3,nM,=,public_measurement_reformatted,1
ACT-0047,eligible,IC50,47.7,=,7.321481621,=,CHEM-eb0fd52652b3924f,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence,CHEMBL4448494,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,28327505,CHEMBL5728430,2021,47.7,nM,=,public_measurement_reformatted,1
