row_id,status,endpoint,value_nm,relation_nm,p_activity,p_relation,chemical_group,assay_group,reason
ACT-0032,eligible,IC50,84.3,=,7.074172425,=,CHEM-f2ddede2d417e675,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0033,eligible,IC50,122.0,=,6.913640169,=,CHEM-0fda888fc7843856,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0034,eligible,IC50,54.1,=,7.266802735,=,CHEM-c42ace1f16c0a32e,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0035,eligible,IC50,710.0,=,6.148741651,=,CHEM-e9ce37bc38208f7d,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0036,eligible,IC50,346.0,=,6.460923901,=,CHEM-b9e68883d0727350,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0037,eligible,IC50,559.0,=,6.252588192,=,CHEM-2c2b1fa8ad828b3b,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0038,eligible,IC50,91.0,=,7.040958608,=,CHEM-81ae07e81d2d15fe,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0039,eligible,IC50,28.2,=,7.549750892,=,CHEM-6059783a0a67ac07,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0040,eligible,IC50,334.0,=,6.476253533,=,CHEM-5a2820b23dfd180d,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0041,eligible,IC50,129.0,=,6.889410290,=,CHEM-a27e4896ea12296f,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0042,eligible,IC50,700.0,=,6.154901960,=,CHEM-e25cbad1cc1881db,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0043,eligible,IC50,294.0,=,6.531652670,=,CHEM-138873071d197575,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0044,eligible,IC50,79.4,=,7.100179498,=,CHEM-4b33bf5787d98ea0,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0045,eligible,IC50,364.0,=,6.438898616,=,CHEM-d62a2bd77657c731,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0046,eligible,IC50,28.3,=,7.548213564,=,CHEM-fbe8d9652d52d92a,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0047,eligible,IC50,47.7,=,7.321481621,=,CHEM-eb0fd52652b3924f,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0048,context_only,IC50,1020.0,>,5.991399828,<,CHEM-83341101180dffc5,CHEMBL5736732|IC50,"censored concentration; log threshold retained with reversed inequality, not exact training label"
ACT-0049,context_only,IC50,3470.0,>,5.459670525,<,CHEM-ce18f92d647109d9,CHEMBL5736732|IC50,"censored concentration; log threshold retained with reversed inequality, not exact training label; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence"
ACT-0050,eligible,IC50,661.0,=,6.179798541,=,CHEM-6e9b5647f8c2c6a2,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0051,eligible,IC50,212.0,=,6.673664139,=,CHEM-7bf704c8c2dcf678,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0052,eligible,IC50,54.9,=,7.260427656,=,CHEM-8d155f981d2045bb,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0053,eligible,IC50,1490.0,=,5.826813732,=,CHEM-264728d7229f594d,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0054,eligible,IC50,167.0,=,6.777283529,=,CHEM-27a09ca08693a327,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0055,eligible,IC50,110.0,=,6.958607315,=,CHEM-ae3c55624dbbc52e,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0056,eligible,IC50,371.0,=,6.430626090,=,CHEM-6bb9aa4811bbcb02,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0057,eligible,IC50,317.0,=,6.498940738,=,CHEM-4beade89cf303ec2,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0058,eligible,IC50,74.9,=,7.125518182,=,CHEM-980599e77847b143,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0059,eligible,IC50,567.0,=,6.246416941,=,CHEM-bbc0a80a26c1dad4,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0060,eligible,IC50,35.5,=,7.449771647,=,CHEM-42ccfc2759857d0a,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0061,eligible,IC50,647.0,=,6.189095719,=,CHEM-5add0f87a0f6fd3d,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0062,eligible,IC50,16.5,=,7.782516056,=,CHEM-7a18369f8edc1ef9,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0063,eligible,IC50,17.4,=,7.759450752,=,CHEM-e3af42197365733a,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0064,eligible,IC50,15.0,=,7.823908741,=,CHEM-9ee9efc733a2aa94,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0065,eligible,IC50,135.0,=,6.869666232,=,CHEM-74b72610476f43aa,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0066,eligible,IC50,16.3,=,7.787812396,=,CHEM-4384d7b3b24a886e,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0067,eligible,IC50,10.3,=,7.987162775,=,CHEM-e1ed07c097bdd754,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0068,eligible,IC50,16.3,=,7.787812396,=,CHEM-f617d757033dca51,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0069,eligible,IC50,62.4,=,7.204815410,=,CHEM-0992dff5a582b21a,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0070,eligible,IC50,28.5,=,7.545155140,=,CHEM-5233869dab2cecd6,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0071,eligible,IC50,16.3,=,7.787812396,=,CHEM-1a3199a60684142c,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0072,eligible,IC50,14.3,=,7.844663963,=,CHEM-1867c73baa16cc19,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0073,eligible,IC50,16.3,=,7.787812396,=,CHEM-92008589c6b5efd2,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0074,eligible,IC50,10.3,=,7.987162775,=,CHEM-6a13c48f89cf8463,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0075,eligible,IC50,6.02,=,8.220403509,=,CHEM-fdee6215052f0f83,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0076,eligible,IC50,15.0,=,7.823908741,=,CHEM-77a5a4cd38f10001,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0077,eligible,IC50,670.0,=,6.173925197,=,CHEM-6bf1dd9dd6929a54,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0078,eligible,IC50,19.2,=,7.716698771,=,CHEM-37e1c2dd4ef2847f,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0079,eligible,IC50,23.8,=,7.623423043,=,CHEM-f9aa79cca2340b18,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0080,eligible,IC50,31.1,=,7.507239611,=,CHEM-73c4e386926a7f99,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0081,eligible,IC50,83.3,=,7.079354999,=,CHEM-f9aa79cca2340b18,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0082,eligible,IC50,135.0,=,6.869666232,=,CHEM-a3ee8353bcdf567b,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0083,eligible,IC50,30.7,=,7.512861625,=,CHEM-492a1c0666493ebf,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0084,eligible,IC50,14.5,=,7.838631998,=,CHEM-a3697fc0a140db3c,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0085,eligible,IC50,11.2,=,7.950781977,=,CHEM-492a1c0666493ebf,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0086,eligible,IC50,44.9,=,7.347753659,=,CHEM-cc6d31434b6b4602,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0087,eligible,IC50,23.6,=,7.627087997,=,CHEM-601c4eb54046188f,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0088,eligible,IC50,232.0,=,6.634512015,=,CHEM-bbb5db870fe72d3c,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0089,eligible,IC50,444.0,=,6.352617030,=,CHEM-2c2b1fa8ad828b3b,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0090,eligible,IC50,28.5,=,7.545155140,=,CHEM-2129aea8641c3b46,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0091,eligible,IC50,19.400000000000002,=,7.712198270,=,CHEM-6bf1dd9dd6929a54,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0092,eligible,IC50,78.2,=,7.106793247,=,CHEM-6dc536ab571bf4e0,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0093,eligible,IC50,25.1,=,7.600326279,=,CHEM-6626cdedbcfdcd80,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0094,eligible,IC50,147.0,=,6.832682665,=,CHEM-79282acfeb90c1c9,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0095,eligible,IC50,486.0,=,6.313363731,=,CHEM-4e4b06611b4e2190,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0096,context_only,IC50,3330.0,>,5.477555766,<,CHEM-385a0c33eeaf1968,CHEMBL5736732|IC50,"censored concentration; log threshold retained with reversed inequality, not exact training label; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence"
ACT-0097,eligible,IC50,126.0,=,6.899629455,=,CHEM-b9d594eb84afc77f,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0098,eligible,IC50,358.0,=,6.446116973,=,CHEM-ec75515084ae8ed9,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0099,eligible,IC50,301.0,=,6.521433504,=,CHEM-62c41d2138273056,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0100,eligible,IC50,42.8,=,7.368556231,=,CHEM-0d0e50504fb621a1,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0101,eligible,IC50,39.6,=,7.402304814,=,CHEM-c8b4d8b105d66b9d,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0102,eligible,IC50,67.0,=,7.173925197,=,CHEM-16a4de1d344ed98d,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0103,eligible,IC50,48.4,=,7.315154638,=,CHEM-c819110f37447e94,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0104,eligible,IC50,73.1,=,7.136082623,=,CHEM-1e4df3d061025532,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0105,eligible,IC50,34.6,=,7.460923901,=,CHEM-3bcece6d17e73b25,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0106,eligible,IC50,21.0,=,7.677780705,=,CHEM-ef3ced69f7e42e26,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0107,eligible,IC50,6.68,=,8.175223538,=,CHEM-9822352de6a3cbee,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0108,eligible,IC50,60.2,=,7.220403509,=,CHEM-f2c47945fc27d48c,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0109,eligible,IC50,27.6,=,7.559090918,=,CHEM-42bc827f1065674c,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0110,eligible,IC50,59.3,=,7.226945307,=,CHEM-51ed3631b5a5caa1,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0111,eligible,IC50,27.0,=,7.568636236,=,CHEM-bc27b6bb09e9737d,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0112,eligible,IC50,40.2,=,7.395773947,=,CHEM-77a5a4cd38f10001,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint
ACT-0113,eligible,IC50,20.8,=,7.681936665,=,CHEM-84cef84952496cb9,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
ACT-0114,eligible,IC50,20.0,=,7.698970004,=,CHEM-d1fff744f73710ac,CHEMBL5736732|IC50,source-reconciled exact historical assay-export IC50; not cellular or matched 1mM ATP endpoint; source potential_duplicate flag retained; does not itself establish ingestion duplication or independence
